athlete_number,athlete_relative_age,athlete_gender_marker,athlete_sport,club_division,active_minutes,contributing_seconds,total_distance_m,total_high_intensity_distance_m,total_sprint_distance_m,high_intensity_events,sprint_events,avg_speed_kph,max_speed_kph,acceleration_events,deceleration_events,max_acceleration,max_deceleration,metres_per_minute,percentage_max_speed_kph,session_load
"28,747",20,Female,association_football,DI,90,"5,400","2,854.76",58.66,0,7,0,1.9,22.64,26,9,4.33,4.55,31.72,55.43,367.56
"28,747",20,Female,association_football,DI,110,"6,600","4,085.15",79.24,3.88,4,1,2.23,22.08,27,10,4.89,5.31,37.14,54.05,462.42
"28,747",20,Female,association_football,DI,110,"6,600","2,799.97",5.25,0,1,0,1.53,19.4,25,18,6.61,4.74,25.45,47.49,452.76
"28,747",20,Female,association_football,DI,95,"5,700","3,244.47",4.45,0,1,0,2.05,19.81,29,16,4.5,5.33,34.15,72.46,361.67
"28,747",20,Female,association_football,DI,77,"4,620","3,327.51",44.26,12.25,6,2,2.59,22.77,13,12,5.11,4.33,43.21,83.27,373.95
"28,747",20,Female,association_football,DI,100,"6,000","7,318.01",195.46,51.78,23,7,4.39,24.56,25,33,4.8,6.25,73.18,60.14,970.91
"28,747",20,Female,association_football,DI,90,"5,400","3,470.40",25.92,0,4,0,2.31,22.05,36,22,5.27,5.42,38.56,80.63,476.02
"28,747",20,Female,association_football,DI,100,"6,000","2,821.20",16.73,21.89,2,1,1.69,26.06,6,2,4.49,4.61,28.21,63.8,206.29
"28,747",20,Female,association_football,DI,110,"6,600","4,777.94",58.71,5.05,8,1,2.61,22.38,30,26,6.1,4.59,43.44,54.81,639.09
"28,747",20,Female,association_football,DI,92,"5,520","6,673.96",143.85,68.19,20,6,4.35,27.34,26,29,4.98,4.85,72.54,66.94,"1,035.73"
"28,747",20,Female,association_football,DI,110,"6,600","4,112.09",25.49,0,3,0,2.24,20.61,24,12,4.9,4.16,37.38,50.47,494.91
"28,747",20,Female,association_football,DI,90,"5,400","7,031.40",111.01,16.33,16,2,4.69,27.01,33,40,6.67,5.94,78.13,66.13,"1,556.22"
"28,747",20,Female,association_football,DI,70,"4,200","3,246.90",0,0,0,0,2.78,19.06,23,16,5.77,5.63,46.38,46.67,427.91
"28,747",20,Female,association_football,DI,90,"5,400","5,683.04",107.21,0,9,0,3.79,22.16,36,30,4.71,7.91,63.14,54.25,802.07
"28,747",20,Female,association_football,DI,90,"5,400","7,265.56",296.96,77.11,34,9,4.84,24.61,52,50,5.36,6.31,80.73,89.99,"1,341.79"
"28,747",20,Female,association_football,DI,90,"5,400","4,599.15",51.91,8.83,8,1,3.07,23.02,53,45,6.63,9.08,51.1,84.19,623.82
"28,747",20,Female,association_football,DI,90,"5,400","5,438.73",217.9,48.24,26,6,3.63,23.78,58,51,5.51,7.49,60.43,86.97,"1,025.55"
"28,747",20,Female,association_football,DI,90,"5,400","6,850.42",234.44,68.74,31,9,4.57,27.28,45,56,6.84,6.01,76.12,99.78,"1,319.16"
"28,747",20,Female,association_football,DI,76,"4,560","2,599.24",0,0,0,0,2.05,17.73,18,10,4.56,4.47,34.2,64.83,362.17
"28,747",20,Female,association_football,DI,90,"5,400","2,888.56",3.4,3.86,1,1,1.93,23.39,25,19,5.45,5.22,32.1,85.54,382.09
"28,747",20,Female,association_football,DI,91,"5,460","7,629.19",217.26,24.4,26,2,5.03,23.73,61,62,6.68,6.02,83.84,86.78,"1,621.94"
"28,747",20,Female,association_football,DI,80,"4,800","3,149.98",156.5,80.92,13,5,2.36,24.72,26,11,5.03,5.76,39.37,105.81,408.95
"28,747",20,Female,association_football,DI,90,"5,400","5,228.59",116.26,30.53,16,4,3.49,24.73,35,28,5.46,5.81,58.1,90.46,"1,126.93"
"28,747",20,Female,association_football,DI,120,"7,200","6,080.86",168.38,6.6,13,1,3.04,23.37,22,12,5.54,4.09,50.67,0,720.48
"28,747",20,Female,association_football,DI,100,"6,000","3,490.54",495.03,98.71,23,9,2.09,24.76,29,15,5.95,5.08,34.91,100.14,478.82
"28,774",19,Female,association_football,DI,75,"4,500","4,125.66",99.91,0,7,0,3.3,22.04,28,26,5.62,5.22,55.01,82.79,503.59
"28,774",19,Female,association_football,DI,90,"5,400","5,518.04",154.64,0,10,0,3.68,22.09,34,5,5.11,3.57,61.31,82.96,657.66
"28,774",19,Female,association_football,DI,90,"5,400","5,286.57",38.28,91.85,6,4,3.52,26.63,28,36,5.28,5.64,58.74,102.01,717.02
"28,774",19,Female,association_football,DI,100,"6,000","8,956.19",371.56,19.89,37,2,5.37,24.83,61,24,4.98,4.46,89.56,95.14,"1,176.09"
"28,774",19,Female,association_football,DI,90,"5,400","6,032.12",56.55,0,10,0,4.02,21.43,47,48,5.17,5.36,67.02,84.57,805.17
"28,774",19,Female,association_football,DI,70,"4,200","4,803.77",83.57,0,10,0,4.12,22.46,18,17,4.03,5.07,68.63,86.07,611.24
"28,774",19,Female,association_football,DI,60,"3,600","3,956.44",181.54,0,22,0,3.96,20.4,33,16,5.06,5.18,65.94,80.51,575.98
"28,774",19,Female,association_football,DI,60,"3,600","1,516.12",0,0,0,0,1.52,17.17,32,47,4.79,5.74,25.27,67.75,304.54
"28,774",19,Female,association_football,DI,100,"6,000","4,735.13",166.36,32.46,19,5,2.84,25.34,40,36,5.35,6.37,47.35,103.87,564.82
"28,774",19,Female,association_football,DI,90,"5,400","1,540.80",0,0,0,0,1.03,17.35,4,2,3.25,3.49,17.12,68.46,135.76
"28,774",19,Female,association_football,DI,95,"5,700","6,128.39",8.95,0,2,0,3.87,19.27,33,37,4.33,5.11,64.51,78.99,772.54
"28,774",19,Female,association_football,DI,60,"3,600","1,611.69",0,0,0,0,1.61,18.8,34,58,5.31,5.07,26.86,77.04,335.18
"28,774",19,Female,association_football,DI,50,"3,000","1,970.98",134.94,100.85,17,8,2.37,26.1,13,13,5.59,5.03,39.42,103,217.67
"28,774",19,Female,association_football,DI,100,"6,000","6,526.12",77.69,0,10,0,3.92,20.43,49,27,5.19,4.5,65.26,83.72,972.39
"28,774",19,Female,association_football,DI,120,"7,200","7,968.07",204.43,59.49,21,7,3.98,24.4,40,35,4.99,5.25,66.4,109.77,950.11
"28,774",19,Female,association_football,DI,120,"7,200","6,913.31",131.56,14.13,18,3,3.46,23.34,62,41,5.54,5.69,57.61,95.65,890.3
"28,774",19,Female,association_football,DI,90,"5,400","4,641.47",127.06,0,12,0,3.09,21.3,41,27,4.93,6.25,51.57,95.85,511.73
"28,774",19,Female,association_football,DI,90,"5,400","7,778.05",43.46,13.41,6,2,5.19,23.53,41,48,4.91,5.79,86.42,96.44,"1,011.64"
"28,774",19,Female,association_football,DI,90,"5,400","5,194.92",209.46,0,18,0,3.46,22.23,38,10,5,4.28,57.72,101.71,646.9
"28,774",19,Female,association_football,DI,90,"5,400","2,722.29",0,0,0,0,1.81,17.12,31,43,4.61,6.63,30.25,0,374.85
"28,774",19,Female,association_football,DI,90,"5,400","5,841.71",82.38,0,6,0,3.89,21.85,17,19,5.49,4.89,64.91,127.63,580.59
"28,774",19,Female,association_football,DI,90,"5,400","5,800.50",18.05,0,3,0,3.87,19.8,27,34,4.81,5.39,64.45,89.08,650.78
"28,884",18,Female,association_football,DI,120,"7,200",299.88,0,0,0,0,0.15,9.22,0,0,0,0,2.5,35.02,33.88
"28,884",18,Female,association_football,DI,90,"5,400",572.32,0,0,0,0,0.38,12.92,1,7,4.48,4.78,6.36,49.11,107.43
"28,884",18,Female,association_football,DI,120,"7,200",150.98,0,0,0,0,0.075,11.71,2,0,3.98,0,1.26,52.78,4.3
"28,884",18,Female,association_football,DI,120,"7,200","3,828.79",24.69,0,3,0,1.91,21.59,29,30,5.4,6.17,31.91,97.31,457.6
"28,884",18,Female,association_football,DI,120,"7,200","3,957.90",5.61,0,1,0,1.98,19.48,60,14,5.72,3.95,32.98,87.83,460.4
"28,884",18,Female,association_football,DI,150,"9,000","4,378.77",15.24,0,2,0,1.75,20.72,33,35,5.23,4.98,29.19,93.39,575.04
"28,884",18,Female,association_football,DI,120,"7,200","5,391.74",62.49,3.88,7,1,2.7,22.18,53,39,7.14,6.47,44.93,100.6,615.49
"28,884",18,Female,association_football,DI,120,"7,200","4,019.40",150.91,76.94,20,7,2.01,25.74,29,35,5.57,5.48,33.5,97.81,617.19
"28,884",18,Female,association_football,DI,120,"7,200",424.46,0,0,0,0,0.21,12.36,0,0,0,0,3.54,55.7,27.02
"28,884",18,Female,association_football,DI,120,"7,200",571.09,0,0,0,0,0.29,8.53,0,0,0,0,4.76,38.46,36.4
"28,884",18,Female,association_football,DI,90,"5,400",470.22,0,0,0,0,0.31,9.6,0,0,0,0,5.22,43.26,34.95
"28,884",18,Female,association_football,DI,90,"5,400","2,776.56",0,0,0,0,1.85,18.34,14,17,4.94,4.85,30.85,82.7,329.13
"28,884",18,Female,association_football,DI,120,"7,200",464.44,0,0,0,0,0.23,6.36,0,0,0,0,3.87,28.68,30.5
"28,884",18,Female,association_football,DI,120,"7,200",535.16,0,0,0,0,0.27,7.27,0,0,0,0,4.46,32.76,19.32
"28,884",18,Female,association_football,DI,90,"5,400",617.85,0,0,0,0,0.41,14.33,2,0,4.75,0,6.86,64.58,54.98
"28,884",18,Female,association_football,DI,85,"5,100",416.89,0,0,0,0,0.29,6.51,0,0,0,0,4.9,29.36,26.76
"28,884",18,Female,association_football,DI,90,"5,400",429.22,0,0,0,0,0.29,6.75,0,0,0,0,4.77,30.43,22.79
"28,884",18,Female,association_football,DI,120,"7,200",322.12,0,0,0,0,0.16,5.63,0,0,0,0,2.68,25.38,15.2
"28,884",18,Female,association_football,DI,120,"7,200","3,554.33",10.66,0,2,0,1.78,19.93,18,12,7.95,5.53,29.62,89.83,391.42
"28,884",18,Female,association_football,DI,120,"7,200",442.54,0,0,0,0,0.22,7.56,0,0,0,0,3.69,34.07,34.89
"28,884",18,Female,association_football,DI,120,"7,200","4,901.11",37.62,13.84,5,1,2.45,25.07,35,24,5.37,5.97,40.84,113.04,600.27
"28,884",18,Female,association_football,DI,90,"5,400","3,743.58",12.84,0,2,0,2.5,22.38,50,42,5.51,5.61,41.6,89.25,457.12
"28,884",18,Female,association_football,DI,120,"7,200",326.27,0,0,0,0,0.16,8.1,1,0,5.41,0,2.72,32.3,40.77
"28,884",18,Female,association_football,DI,120,"7,200","4,924.42",30.35,0,5,0,2.46,21.38,51,40,6.49,5.13,41.04,85.28,668.27
"28,884",18,Female,association_football,DI,120,"7,200","3,830.37",0,0,0,0,1.92,18.72,39,33,5.49,5.68,31.92,74.66,545.57
"28,884",18,Female,association_football,DI,120,"7,200",328.61,0,0,0,0,0.16,6.34,0,0,0,0,2.74,25.27,37.7
"28,884",18,Female,association_football,DI,120,"7,200","4,967.31",38.48,50.35,5,3,2.48,26.32,50,38,4.76,5.5,41.39,104.95,749.45
"28,884",18,Female,association_football,DI,120,"7,200","3,094.43",48.06,5.7,6,1,1.55,22.05,23,15,4.49,4.37,25.79,99.4,319.75
"28,884",18,Female,association_football,DI,90,"5,400","1,240.22",6.23,0,1,0,0.83,20.12,5,1,4.28,3.59,13.78,76.47,141.85
"29,142",18,Male,association_football,DI,90,"5,400","3,282.45",12.43,0,2,0,2.19,22.31,42,28,6.12,7.92,36.47,76.17,443.15
"29,142",18,Male,association_football,DI,90,"5,400","8,256.07",506.25,34.36,45,3,5.5,27.28,59,87,6.71,6.83,91.73,90.16,"1,390.57"
"29,142",18,Male,association_football,DI,90,"5,400","6,781",27.58,14.19,4,1,4.52,27.02,78,60,5.63,5.84,75.34,89.3,"1,025.96"
"29,142",18,Male,association_football,DI,95,"5,700","7,349.64",78.11,0,8,0,4.64,24.89,111,100,6.8,6.2,77.36,82.27,"1,147.53"
"29,142",18,Male,association_football,DI,100,"6,000","7,393.81",148.73,26.72,16,3,4.44,26.18,109,94,6.19,6.85,73.94,86.52,"1,140.99"
"29,142",18,Male,association_football,DI,100,"6,000","8,173.48",244.84,36.67,24,3,4.9,28.19,67,64,5.82,7.56,81.73,93.16,"1,390.56"
"29,142",18,Male,association_football,DI,95,"5,700","5,360.31",55.62,0,6,0,3.39,25.09,87,69,6.4,6.9,56.42,82.93,928.41
"29,142",18,Male,association_football,DI,95,"5,700","7,374.47",80.64,16.88,11,2,4.66,26.05,98,90,6.09,7.23,77.63,86.1,"1,069.14"
"29,142",18,Male,association_football,DI,95,"5,700","5,785.49",94.8,11.2,11,1,3.65,27.22,75,57,7.18,6.19,60.9,89.96,853.18
"29,142",18,Male,association_football,DI,95,"5,700","9,266.62",259.58,24.31,23,3,5.85,26.23,57,63,5.45,7.51,97.54,86.67,"1,397.58"
"29,142",18,Male,association_football,DI,95,"5,700","6,059.09",73.09,0,8,0,3.83,24.74,90,55,5.86,6.85,63.78,81.75,878.38
"29,142",18,Male,association_football,DI,105,"6,300","8,588.95",346.07,53.92,29,4,4.91,28.98,59,58,5.53,6.82,81.8,95.78,"1,279.94"
"29,142",18,Male,association_football,DI,90,"5,400",746.09,0,0,0,0,0.5,5.85,0,0,0,0,8.29,19.33,40.91
"29,142",18,Male,association_football,DI,80,"4,800","4,849.88",111.84,74.95,10,4,3.64,28.27,39,36,5.49,6.47,60.62,93.44,668.52
"29,142",18,Male,association_football,DI,90,"5,400","5,406.61",149.43,27.05,14,3,3.6,27.03,55,44,5.27,7.47,60.07,89.32,774.65
"29,142",18,Male,association_football,DI,90,"5,400","5,022.70",46.83,10.28,5,1,3.35,26.7,54,54,5.88,6.26,55.81,88.26,691.98
"29,142",18,Male,association_football,DI,90,"5,400","7,062.83",163.49,27.24,18,3,4.71,26.42,77,99,5.57,7.51,78.48,87.32,"1,041.78"
"29,142",18,Male,association_football,DI,90,"5,400","6,222.40",165.38,0,15,0,4.15,24.53,54,44,5.85,6.12,69.14,81.07,851.94
"29,142",18,Male,association_football,DI,75,"4,500","4,871",70.13,0,6,0,3.9,24.07,35,45,5.7,6.88,64.95,79.55,717.56
"29,142",18,Male,association_football,DI,110,"6,600","7,884.48",193.75,14.88,23,1,4.3,26.5,85,79,6.44,7.51,71.68,87.59,"1,325.17"
"29,142",18,Male,association_football,DI,95,"5,700","5,009.60",102.93,72.95,10,3,3.16,28.28,53,48,5.31,6.64,52.73,93.47,696.58
"29,142",18,Male,association_football,DI,120,"7,200","7,915.17",371.06,105.04,32,7,3.96,29.52,68,62,5.66,6.56,65.96,100.34,"1,461.59"
"29,142",18,Male,association_football,DI,90,"5,400","5,492.35",96.34,0,12,0,3.66,22.06,86,58,6.33,7.52,61.03,72.92,875.76
"29,142",18,Male,association_football,DI,120,"7,200","8,568.47",195.86,119.69,23,8,4.28,30.26,71,86,5.92,6.59,71.4,102.5,"1,354.98"
"29,142",18,Male,association_football,DI,120,"7,200","1,653.56",21.6,14.37,3,1,0.83,26.34,19,6,4.94,4.37,13.78,89.53,266.44
"29,142",18,Male,association_football,DI,60,"3,600","1,715.35",15.18,0,1,0,1.72,22.78,11,3,4.89,3.41,28.59,77.45,174.25
"29,142",18,Male,association_football,DI,120,"7,200","7,470.43",205.1,0,19,0,3.74,24.68,57,49,6.33,6.08,62.25,83.9,"1,209.23"
"29,142",18,Male,association_football,DI,120,"7,200","6,278.06",246.08,5.06,27,1,3.14,25.11,77,59,5.58,6.17,52.32,85.34,898.86
"29,142",18,Male,association_football,DI,120,"7,200","6,659.47",60.44,4.3,8,1,3.33,25.34,81,66,6.82,8.05,55.5,86.12,"1,065.28"
"29,142",18,Male,association_football,DI,120,"7,200","6,558.46",192.15,53.12,20,2,3.28,29.42,69,50,5.8,7.35,54.65,100.44,984.48
"29,142",18,Male,association_football,DI,120,"7,200","6,024.84",273.16,33.99,27,4,3.01,28.13,57,37,5.8,5.61,50.21,96.04,999.71
"29,142",18,Male,association_football,DI,28,"1,680","2,822.45",198.08,0,15,0,6.05,24.61,20,31,5.46,8.7,100.8,81.34,530.65
"29,142",18,Male,association_football,DI,100,"6,000","1,635.19",91.24,0,7,0,0.98,24.86,9,4,5.52,5.25,16.35,84.5,238.07
"29,142",18,Male,association_football,DI,101,"6,060","2,002.80",40.54,16.85,4,1,1.19,28.8,8,7,4.33,6.28,19.83,98.34,225.71
"29,142",18,Male,association_football,DI,121,"7,260","5,042.99",56.49,6.95,7,1,2.5,26.29,59,34,6.72,7.45,41.68,89.75,683.82
"29,142",18,Male,association_football,DI,91,"5,460","3,556.25",18.73,23.42,3,1,2.34,27.72,57,19,5.71,7.57,39.08,94.63,547.02
"29,142",18,Male,association_football,DI,120,"7,200","6,680.93",143.5,34.27,17,3,3.34,28.11,54,41,5.58,5.82,55.67,95.56,"1,196.01"
"29,142",18,Male,association_football,DI,120,"7,200","5,124.10",84.91,0,12,0,2.56,23.6,55,27,6.4,6.74,42.7,80.59,740.2
"29,142",18,Male,association_football,DI,120,"7,200","7,591.76",74.69,22.51,9,1,3.8,27.28,75,59,6.12,6.92,63.26,93.14,"1,295.15"
"29,142",18,Male,association_football,DI,95,"5,700","7,054.07",96.79,0,11,0,4.46,23.23,86,79,6.57,6.77,74.25,79.31,"1,272.82"
"29,142",18,Male,association_football,DI,120,"7,200","8,320.30",173.6,120.78,22,5,4.16,28.37,79,63,5.95,6.84,69.34,96.85,"1,400.48"
"29,142",18,Male,association_football,DI,95,"5,700","1,638.29",145.53,0,9,0,1.03,25.22,13,17,5.11,6.15,17.25,86.11,273.11
"29,142",18,Male,association_football,DI,90,"5,400","4,879.87",109.92,41.69,11,4,3.25,28.05,52,28,5.87,7.8,54.22,95.78,677.79
"29,142",18,Male,association_football,DI,90,"5,400","5,218.11",154.16,49.09,14,5,3.48,28.64,30,43,5.97,6.4,57.98,97.79,687.25
"29,142",18,Male,association_football,DI,95,"5,700","8,053.88",462.88,38.84,37,5,5.09,27.52,56,82,5.3,6.97,84.78,93.94,"1,619.80"
"29,142",18,Male,association_football,DI,120,"7,200","5,541.31",113.74,113.47,11,6,2.77,29.28,66,29,5.14,5.21,46.18,99.98,796.43
"29,142",18,Male,association_football,DI,120,"7,200",454.2,0,0,0,0,0.23,20.3,0,0,0,0,3.79,69.32,38.94
"29,142",18,Male,association_football,DI,120,"7,200","7,311.61",161.94,18.92,17,2,3.66,27.89,62,50,5.4,7.32,60.93,95.21,"1,044.79"
"29,142",18,Male,association_football,DI,120,"7,200","5,752.82",91.01,21.46,11,2,2.88,26.74,38,40,6.18,6.62,47.94,91.28,867.06
"29,142",18,Male,association_football,DI,120,"7,200","3,583.55",17.98,4.94,2,1,1.79,25.38,25,5,5.67,3.93,29.86,86.64,368.24
"29,142",18,Male,association_football,DI,120,"7,200","2,852.94",54.01,0,8,0,1.43,22.79,10,10,5.24,4.55,23.77,77.8,431.01
"29,142",18,Male,association_football,DI,120,"7,200","1,103.32",0,0,0,0,0.55,6.71,0,0,0,0,9.19,22.92,48.85
"29,142",18,Male,association_football,DI,195,"11,700","8,379.96",126.55,52.33,14,2,2.58,27.97,52,43,6.59,6.28,42.97,95.48,"1,232.13"
"29,142",18,Male,association_football,DI,120,"7,200","5,755.25",75.09,73,10,4,2.88,28.85,67,24,5.68,5.7,47.96,98.5,847.48
"29,142",18,Male,association_football,DI,120,"7,200","9,394.10",334.35,59.46,31,6,4.7,28.89,86,88,5.86,8.98,78.28,98.64,"1,460.30"
"29,142",18,Male,association_football,DI,100,"6,000","6,218.75",94.11,15.02,15,2,3.73,25.78,97,57,5.88,6.31,62.19,85.21,936.42
"29,142",18,Male,association_football,DI,120,"7,200","5,502.25",228.35,27.45,27,3,2.75,27.4,54,33,5.43,6.76,45.85,93.53,854.16
"29,142",18,Male,association_football,DI,90,"5,400","5,293.83",73.67,60.1,8,4,3.53,27.97,59,64,6.28,7.25,58.82,95.51,762.78
"29,142",18,Male,association_football,DI,125,"7,500","7,701.41",208.21,110.53,22,6,3.7,29.29,75,51,5.29,9.75,61.61,0,"1,224.62"
"29,142",18,Male,association_football,DI,95,"5,700","8,045.97",191.16,24.8,17,1,5.08,28.77,38,45,5.09,7.83,84.69,95.1,"1,174.71"
"29,153",20,Male,american_football,DI-FCS,80,"4,800","4,303.84",45.43,0,8,0,3.23,23.61,105,50,9.73,6.94,53.8,73.6,554.44
"29,153",20,Male,american_football,DI-FCS,80,"4,800","2,246.74",132.86,213.71,17,10,1.69,32.07,36,50,9.41,9.54,28.08,113.81,294.57
"29,153",20,Male,american_football,DI-FCS,106,"6,360","6,274.86",615.16,123.89,42,11,3.55,27.61,134,131,8.69,8.04,59.2,86.08,785.82
"29,153",20,Male,american_football,DI-FCS,130,"7,800","6,451.51",431.58,151.13,50,14,2.98,30.38,113,126,7.41,7.78,49.63,94.73,825.72
"29,153",20,Male,american_football,DI-FCS,137,"8,220","1,666.71",282.3,147.01,31,9,0.73,30.85,21,5,7.39,3.34,12.17,96.19,343.36
"29,153",20,Male,american_football,DI-FCS,100,"6,000","5,575.30",357.32,98.98,38,10,3.35,30.59,109,94,9.24,6.75,55.75,95.36,697.59
"29,153",20,Male,american_football,DI-FCS,90,"5,400","3,144.86",163.24,0,25,0,2.1,24.67,64,85,7.69,9.82,34.94,76.92,414.12
"29,153",20,Male,american_football,DI-FCS,95,"5,700","1,439.67",34.14,0,4,0,0.91,22.07,48,29,6.81,6.37,15.15,0,328.57
"29,299",20,Male,american_football,DI-FCS,90,"5,400","2,975.08",95.4,0,11,0,1.98,22.73,55,70,7.62,9.02,33.06,72.86,339.57
"29,299",20,Male,american_football,DI-FCS,100,"6,000","4,177.38",65.61,0,9,0,2.51,24.38,79,79,8.76,8.73,41.77,78.14,482.04
"29,299",20,Male,american_football,DI-FCS,130,"7,800","4,867.17",360.35,37.43,27,6,2.25,27.29,68,62,9.97,7.25,37.44,87.49,526.04
"29,299",20,Male,american_football,DI-FCS,106,"6,360","4,654.01",508.08,4.35,33,1,2.63,25.13,65,68,8.75,8.24,43.91,80.54,461.63
"29,299",20,Male,american_football,DI-FCS,80,"4,800","2,833.91",55.9,0,6,0,2.13,22.19,46,29,7.58,6.14,35.42,71.14,261.65
"29,299",20,Male,american_football,DI-FCS,95,"5,700","1,336.07",3.43,0,1,0,0.84,20.02,49,17,6.16,4.87,14.06,0,232.97
"29,299",20,Male,american_football,DI-FCS,80,"4,800","1,646.81",140.74,173.23,19,11,1.24,31.2,19,23,6.71,7.91,20.59,123.96,224.35
"29,299",20,Male,american_football,DI-FCS,137,"8,220","1,574.92",274.83,72.67,24,7,0.69,29.84,24,2,6.74,4.39,11.5,95.67,274.7
"30,170",20,Male,american_football,DI-FCS,137,"8,220","1,645.20",67.2,0,6,0,0.72,21.64,21,1,5.24,3.55,12.01,95.68,285.81
"30,170",20,Male,american_football,DI-FCS,130,"7,800","3,834.05",42.87,0,9,0,1.77,22.61,71,76,8.42,9.72,29.49,124.33,518.69
"30,170",20,Male,american_football,DI-FCS,80,"4,800","3,641.97",0,0,0,0,2.73,18.19,49,44,6.09,6.55,45.52,0,377.49
"30,170",20,Male,american_football,DI-FCS,100,"6,000","2,106.81",0,0,0,0,1.26,17.06,36,31,8.53,6.64,21.07,75.44,221.46
"30,170",20,Male,american_football,DI-FCS,90,"5,400","2,504.56",0,0,0,0,1.67,19.49,41,69,6.89,9.61,27.83,86.21,274.76
"30,384",21,Male,american_football,DI,112,"6,720","4,191.23",221.42,48.16,26,4,2.25,27.54,61,33,6.84,6.92,37.42,92.23,631.25
"30,384",21,Male,american_football,DI,112,"6,720","3,949.03",178.28,62.26,22,4,2.12,28.04,51,25,7.78,7.13,35.26,93.92,646.15
"30,384",21,Male,american_football,DI,85,"5,100","2,438.05",226,0,16,0,1.72,24.98,34,11,6.01,6.81,28.68,83.67,458.07
"30,384",21,Male,american_football,DI,100,"6,000","3,234.94",135.7,0,17,0,1.94,24.23,43,14,7.77,6.68,32.35,64.46,436.1
"30,384",21,Male,american_football,DI,105,"6,300","3,054.86",98.03,0,12,0,1.75,24.05,81,48,8.84,7.28,29.09,80.55,381.11
"30,384",21,Male,american_football,DI,110,"6,600","3,810.97",132.97,20.52,14,2,2.08,28.76,50,21,6.8,9.22,34.65,76.53,530.96
"30,384",21,Male,american_football,DI,112,"6,720","4,227.12",191.93,16.68,19,3,2.26,26.24,56,28,7.83,6.21,37.74,87.89,652.19
"30,384",21,Male,american_football,DI,105,"6,300","1,892.85",42.49,247.37,5,1,1.08,37.58,11,2,6.12,3.95,18.03,125.87,204.39
"30,384",21,Male,american_football,DI,80,"4,800","1,798.02",13.19,0,2,0,1.35,21.16,36,40,7.89,8.35,22.48,56.3,213.23
"30,384",21,Male,american_football,DI,90,"5,400","2,870.55",73.28,11.47,11,2,1.91,26.39,73,34,9.82,9.68,31.9,70.22,346.98
"30,384",21,Male,american_football,DI,105,"6,300","4,023.11",170.06,32.85,19,1,2.3,28.26,53,15,7.41,7.21,38.32,75.19,618.21
"30,384",21,Male,american_football,DI,100,"6,000","2,940.32",133.15,4.22,11,1,1.76,25.16,40,16,6.08,6.39,29.4,66.95,419.4
"30,384",21,Male,american_football,DI,100,"6,000","3,060.28",198.15,22.18,16,2,1.84,25.96,45,22,6.28,7.67,30.6,69.06,491.97
"30,384",21,Male,american_football,DI,80,"4,800","1,250.57",0,0,0,0,0.94,18.07,13,2,5.52,3.66,15.63,48.08,171.64
"30,384",21,Male,american_football,DI,100,"6,000","2,389.27",14.33,0,1,0,1.43,22.75,49,41,8.12,9.7,23.89,60.53,266.28
"30,384",21,Male,american_football,DI,90,"5,400","2,597.99",40.16,5.41,7,1,1.73,25.28,83,54,9.96,9.29,28.87,67.26,359.04
"30,384",21,Male,american_football,DI,100,"6,000","3,169.68",85.24,6.5,10,1,1.9,25.7,40,17,6.14,5.89,31.7,68.39,468.22
"30,384",21,Male,american_football,DI,90,"5,400","2,430.51",172.94,49.37,24,6,1.62,27.05,48,42,6.34,7.12,27.01,71.97,303.73
"30,384",21,Male,american_football,DI,100,"6,000","3,221.37",232.98,27.54,24,3,1.93,26.71,46,20,6.96,7.89,32.21,71.07,474.01
"30,384",21,Male,american_football,DI,80,"4,800","1,546.60",33.42,0,4,0,1.16,22.25,25,11,6.04,4.4,19.33,59.2,245.7
"30,384",21,Male,american_football,DI,105,"6,300","2,586.41",56.73,25.22,10,1,1.48,28.62,8,6,5.35,5.43,24.63,98.42,180.53
"30,384",21,Male,american_football,DI,45,"2,700","1,139.79",0,0,0,0,1.52,16.96,18,13,5.21,4.34,25.33,45.12,93.41
"30,384",21,Male,american_football,DI,106,"6,360","4,323.48",206.95,41.12,22,3,2.45,28.15,50,30,6.63,7.82,40.79,74.9,687.77
"30,384",21,Male,american_football,DI,105,"6,300","3,497.30",216.2,66.09,23,3,2,29.36,70,34,6.59,7.37,33.31,78.11,322.64
"30,384",21,Male,american_football,DI,140,"8,400","4,319.53",262.92,62.01,26,6,1.85,28.43,55,26,7.61,8.1,30.85,75.65,379.79
"30,384",21,Male,american_football,DI,80,"4,800","2,104.53",0,0,0,0,1.58,19.6,41,11,7.38,5.02,26.31,52.15,169.4
"30,384",21,Male,american_football,DI,77,"4,620","2,040.98",0,0,0,0,1.59,17.01,50,26,8.33,4.91,26.51,45.26,187.45
"30,384",21,Male,american_football,DI,130,"7,800","4,731.20",269.12,81.27,32,9,2.18,29.29,96,46,6.76,8.68,36.39,77.92,463.73
"30,384",21,Male,american_football,DI,44,"2,640","1,996.28",178.77,10.92,21,2,2.72,26.16,68,33,8.47,8.34,45.37,69.6,273.95
"30,384",21,Male,american_football,DI,62,"3,720","1,493.38",257.7,17.64,24,2,1.45,27.65,23,6,7.23,5.62,24.09,73.57,178.41
"30,384",21,Male,american_football,DI,62,"3,720","2,598.04",284.84,13.97,33,3,2.51,25.87,41,31,6.53,8.33,41.9,68.83,290.97
