athlete_number,athlete_relative_age,athlete_gender_marker,athlete_sport,club_division,active_minutes,contributing_seconds,total_distance_m,total_high_intensity_distance_m,total_sprint_distance_m,high_intensity_events,sprint_events,avg_speed_kph,max_speed_kph,acceleration_events,deceleration_events,max_acceleration,max_deceleration,metres_per_minute,percentage_max_speed_kph,session_load
"90,013",18,Female,association_football,DI,120,"7,200","3,136.22",20.58,0,3,0,1.57,21.12,8,14,4.54,5.35,26.14,51.61,310.02
"90,013",18,Female,association_football,DI,120,"7,200","6,236.28",109.49,101.76,16,6,3.12,27.61,36,33,5.48,5.22,51.97,67.46,794.08
"90,013",18,Female,association_football,DI,90,"5,400","2,089.30",0,0,0,0,1.39,20.08,2,2,4.41,3.36,23.21,49.07,178.62
"90,013",18,Female,association_football,DI,90,"5,400","3,982.06",45.2,0,5,0,2.65,22.64,45,48,6.15,5.69,44.25,55.33,515.6
"90,013",18,Female,association_football,DI,95,"5,700",170.78,0,0,0,0,0.11,4.89,0,0,0,0,1.8,11.95,7.12
"90,013",18,Female,association_football,DI,90,"5,400","3,717.86",13.99,18.3,3,1,2.48,26.38,28,21,4.91,5.52,41.31,64.45,515.7
"90,013",18,Female,association_football,DI,95,"5,700",922.73,0,0,0,0,0.58,14.62,3,4,4.1,3.67,9.71,35.73,47.7
"90,013",18,Female,association_football,DI,90,"5,400","3,173.92",15.91,0,3,0,2.12,21.68,19,20,5.1,5.98,35.27,52.97,450.25
"90,013",18,Female,association_football,DI,120,"7,200","4,754.70",31.68,5.84,5,1,2.38,22.36,33,30,5.56,5.52,39.62,54.64,585.87
"90,013",18,Female,association_football,DI,120,"7,200","6,040.61",23.01,32.52,4,1,3.02,27.74,37,38,5.46,6.15,50.34,67.79,750.38
"90,013",18,Female,association_football,DI,120,"7,200","3,803.42",31.69,0,2,0,1.9,22.42,16,22,5.05,5.89,31.7,54.78,426.6
"90,013",18,Female,association_football,DI,100,"6,000",858.62,0,0,0,0,0.52,14.26,7,5,4.25,4.5,8.59,34.85,88.74
"90,013",18,Female,association_football,DI,90,"5,400","4,185.40",51.34,71.26,7,3,2.79,27.24,22,15,5.83,5.81,46.5,66.56,530.37
"90,013",18,Female,association_football,DI,90,"5,400","5,443.44",83.95,3.72,11,1,3.63,22.03,39,40,5.4,5.89,60.48,53.83,708.98
"90,013",18,Female,association_football,DI,90,"5,400","2,324.03",16.85,0,2,0,1.55,20.98,18,18,6.07,5.27,25.82,51.27,286.25
"90,013",18,Female,association_football,DI,90,"5,400",245.91,0,0,0,0,0.16,8.4,0,0,0,0,2.73,20.53,8.88
"90,013",18,Female,association_football,DI,90,"5,400","5,041.86",172.23,16.32,18,3,3.36,23.46,40,46,5.46,5.65,56.02,57.32,820.67
"90,013",18,Female,association_football,DI,90,"5,400","4,762.60",33.16,61.6,3,2,3.18,26.66,34,28,5.58,5.28,52.92,65.15,585.68
"90,013",18,Female,association_football,DI,85,"5,100","2,264.50",11.84,0,2,0,1.6,20.82,18,12,4.41,5.04,26.64,50.86,245.68
"90,013",18,Female,association_football,DI,90,"5,400","4,383.69",29.36,0,6,0,2.92,19.81,45,52,8.98,7.62,48.71,48.41,476.75
"90,013",18,Female,association_football,DI,90,"5,400","4,685.77",35.22,0,5,0,3.12,22.5,36,32,4.78,6.03,52.06,54.98,635.52
"90,013",18,Female,association_football,DI,90,"5,400",500,0,0,0,0,0.33,14.49,2,1,3.92,4.59,5.56,35.42,39.73
"90,013",18,Female,association_football,DI,120,"7,200","7,399.78",358.01,"3,760.99",50,88,3.7,40.92,16,16,4.08,5.25,61.66,100.18,"1,048.80"
"90,013",18,Female,association_football,DI,120,"7,200","2,685.53",187.34,"1,821.04",19,33,1.34,40.85,1,5,2.48,3.27,22.38,99.82,450.16
"90,013",18,Female,association_football,DI,90,"5,400","3,828.97",101.93,15.36,15,3,2.55,23.2,30,31,4.79,5.56,42.54,56.69,562.88
"90,013",18,Female,association_football,DI,120,"7,200","5,408.50",4.53,0,1,0,2.7,20.03,35,42,4.65,6.34,45.07,48.94,829.45
"90,013",18,Female,association_football,DI,120,"7,200","4,540.30",38.85,0,3,0,2.27,21.77,17,16,5.57,5.77,37.84,53.2,536.81
"90,013",18,Female,association_football,DI,90,"5,400",789.84,0,0,0,0,0.53,12.7,4,8,3.89,3.54,8.78,31.03,74.49
"90,013",18,Female,association_football,DI,120,"7,200","5,302.18",17.93,0,3,0,2.65,20.51,27,56,4.54,5.42,44.18,50.11,738.66
"90,013",18,Female,association_football,DI,120,"7,200","6,901.48",89.8,20.1,12,2,3.45,24.35,38,40,7.62,5.62,57.51,59.51,"1,003.59"
"90,013",18,Female,association_football,DI,120,"7,200","6,061.79",45.47,59.73,7,3,3.03,28.03,50,56,5.91,5.37,50.51,68.49,846.11
"90,013",18,Female,association_football,DI,120,"7,200","5,324.10",176.56,"1,318.97",21,48,2.66,42.43,44,28,6.1,5.5,44.37,103.68,655.86
"90,013",18,Female,association_football,DI,120,"7,200","8,136.78",84.47,16.36,11,2,4.07,23.56,58,43,5.33,6.08,67.81,57.57,"1,161.86"
"90,013",18,Female,association_football,DI,120,"7,200","2,364.45",14.28,0,2,0,1.18,20.88,8,5,4.52,3.91,19.7,51.02,224.87
"90,013",18,Female,association_football,DI,90,"5,400","1,760.81",61.81,35.48,7,2,1.17,26.44,5,17,3.92,4.7,19.56,62.32,307.07
"90,529",21,Male,american_football,DI,77,"4,620","1,204",0,0,0,0,0.94,16.96,16,8,4.55,6.61,15.64,63.99,99.62
"90,529",21,Male,american_football,DI,130,"7,800","2,898.26",0,0,0,0,1.34,18.45,77,21,6.19,8.42,22.29,69.62,284.14
"90,529",21,Male,american_football,DI,44,"2,640","1,785.80",25.84,0,5,0,2.44,21.66,66,24,7.01,6.99,40.59,81.71,233.26
"90,529",21,Male,american_football,DI,45,"2,700","2,280.74",504.04,0,60,0,3.04,23.21,22,3,4.72,3.84,50.68,87.55,236.63
"90,529",21,Male,american_football,DI,61,"3,660","2,216.72",160.5,0,21,0,2.18,23.21,52,25,6.39,4.97,36.34,87.56,245.7
"90,529",21,Male,american_football,DI,42,"2,520","2,000.69",493.95,0,60,0,2.86,22.96,21,4,5.06,5.45,47.64,86.6,198.51
"90,529",21,Male,american_football,DI,62,"3,720","2,233.98",151.82,0,18,0,2.16,24.12,53,18,7.97,5.47,36.03,91,246.07
"90,529",21,Male,american_football,DI,55,"3,300","2,076.85",56.06,0,7,0,2.27,21.74,61,26,5.86,6.42,37.76,82.03,267.39
"90,529",21,Male,american_football,DI,52,"3,120","1,700",155.19,0,20,0,1.96,24.88,34,23,5.41,8.22,32.69,93.86,199.08
"90,529",21,Male,american_football,DI,66,"3,960","1,790.49",207.93,15.83,16,2,1.63,26.51,35,12,7.39,5.17,27.13,100.19,224.47
"90,529",21,Male,american_football,DI,32,"1,920","1,043.09",77.48,0,8,0,1.96,22.45,19,5,9.51,5.76,32.6,84.7,103.39
"90,529",21,Male,american_football,DI,51,"3,060","2,004.65",610,4.45,43,1,2.36,25.33,25,3,5.56,6.04,39.31,95.55,235.92
"90,529",21,Male,american_football,DI,66,"3,960","1,811.81",127.13,9.88,16,2,1.65,26.11,26,7,7.68,5.79,27.45,98.49,195.64
"90,529",21,Male,american_football,DI,62,"3,720","2,111.24",109.09,0,16,0,2.04,23.32,36,19,6.25,6.9,34.05,87.98,223.09
"90,529",21,Male,american_football,DI,70,"4,200","1,959.91",124.51,15.04,19,2,1.68,26.46,33,10,6.15,4.93,28,99.81,223.62
"90,529",21,Male,american_football,DI,45,"2,700",748.65,0,0,0,0,1,18.6,17,15,5.56,7.87,16.64,70.17,91.95
"90,529",21,Male,american_football,DI,66,"3,960","1,771",111.4,0,12,0,1.61,24.96,27,13,6.58,7.16,26.83,94.14,189.12
"90,529",21,Male,american_football,DI,77,"4,620","1,614.76",0,0,0,0,1.26,18.72,37,12,5.54,8.39,20.97,70.61,168.43
"90,529",21,Male,american_football,DI,55,"3,300","1,963.74",193.02,0,23,0,2.14,24.15,43,15,5.37,4.76,35.7,91.09,208.57
"90,529",21,Male,american_football,DI,60,"3,600","1,432.71",202.17,0,20,0,1.43,24.08,37,23,7.49,5.03,23.88,90.84,180.94
"90,529",21,Male,american_football,DI,105,"6,300","2,406.15",0,0,0,0,1.37,18.17,41,14,4.98,4.47,22.92,68.54,216.3
"90,529",21,Male,american_football,DI,140,"8,400","3,168.56",0,0,0,0,1.36,19.37,51,8,5.33,3.81,22.63,73.07,279.1
"90,529",21,Male,american_football,DI,80,"4,800","1,705.04",0,0,0,0,1.28,16.91,38,10,6.27,5.99,21.31,63.81,159.47
"90,639",18,Female,association_football,DI,90,"5,400","1,185.56",0,0,0,0,0.79,18.54,4,9,4.98,5.03,13.17,43.89,171.21
"90,639",18,Female,association_football,DI,90,"5,400","2,564.53",11.74,9.09,3,2,1.71,24.09,17,16,4.98,5.64,28.49,57.05,300.89
"90,639",18,Female,association_football,DI,120,"7,200","2,731.01",9.7,4.56,2,1,1.37,24.26,28,12,5.95,5.81,22.76,57.44,343.82
"90,639",18,Female,association_football,DI,90,"5,400","1,719.96",11.09,0,1,0,1.15,21.03,10,3,4.76,4.47,19.11,49.79,159.99
"90,639",18,Female,association_football,DI,120,"7,200","5,743.73",91.89,144.5,13,10,2.87,27.72,30,40,6.14,6.51,47.86,65.64,739.76
"90,639",18,Female,association_football,DI,90,"5,400","1,858.81",48.85,48.91,8,4,1.24,27.08,4,19,4.51,5.62,20.65,66.23,360.48
"90,639",18,Female,association_football,DI,120,"7,200","4,206.13",44.37,0,4,0,2.1,22.46,24,24,5.08,5.25,35.05,53.17,502.74
"90,639",18,Female,association_football,DI,120,"7,200","3,378.20",64.71,57.36,10,2,1.69,24.4,20,14,6.96,5.83,28.15,57.78,408.92
"90,639",18,Female,association_football,DI,120,"7,200","2,981.99",0,0,0,0,1.49,17.59,20,13,4.96,4.74,24.85,41.65,279.58
"90,639",18,Female,association_football,DI,120,"7,200","2,420.05",39.13,0,4,0,1.21,22.21,18,20,4.91,5.68,20.17,52.59,263.62
"90,639",18,Female,association_football,DI,120,"7,200","6,107.18",72.63,68.02,7,3,3.05,28.27,56,26,5.97,5.15,50.89,66.95,695.21
"90,639",18,Female,association_football,DI,90,"5,400","3,589.63",54.98,49.93,7,3,2.39,27.47,14,23,4.76,6.33,39.88,65.04,490.62
"90,639",18,Female,association_football,DI,120,"7,200","4,138.57",37.15,11.75,6,2,2.07,23.45,22,19,5.72,5,34.49,57.35,482.76
"90,639",18,Female,association_football,DI,120,"7,200","6,641.06",48.6,85.97,6,6,3.32,28.62,91,74,6.66,7.4,55.34,70,951.27
"90,639",18,Female,association_football,DI,90,"5,400","4,274.59",100,9.05,12,2,2.85,24.29,33,42,5.75,6.15,47.5,59.41,683.16
"90,639",18,Female,association_football,DI,120,"7,200","2,856.61",190.89,"1,797.69",25,35,1.43,40.73,5,4,3.24,3.3,23.81,99.63,459.46
"90,639",18,Female,association_football,DI,90,"5,400","4,585.87",74.74,28.52,9,2,3.06,26,36,40,6.63,5.68,50.95,63.59,561.15
"90,639",18,Female,association_football,DI,120,"7,200","5,619.70",51.82,0,5,0,2.81,21.59,33,31,5.36,5.87,46.83,52.79,640.08
"90,639",18,Female,association_football,DI,120,"7,200","6,690.50",64.86,5.21,8,1,3.35,23.02,71,61,5.87,6.76,55.75,56.3,854.56
"90,639",18,Female,association_football,DI,120,"7,200","5,611.12",43.97,0,7,0,2.81,22.16,57,38,5.8,5.98,46.76,54.2,641.51
"90,639",18,Female,association_football,DI,150,"9,000","7,719.70",78.52,14.62,9,2,3.09,24.91,52,47,5.7,5.56,51.46,60.92,"1,000.05"
"90,639",18,Female,association_football,DI,120,"7,200","4,434.48",58.76,0,8,0,2.22,21.38,46,28,5.42,5.73,36.95,52.29,424.49
"90,639",18,Female,association_football,DI,120,"7,200","5,082.73",61.87,0,8,0,2.54,21.55,27,26,4.95,5.8,42.36,52.7,548.67
"90,639",18,Female,association_football,DI,120,"7,200","4,120.84",22.76,7.19,4,1,2.06,25.02,15,20,5.05,5.1,34.34,61.2,433.01
"90,639",18,Female,association_football,DI,105,"6,300","9,005.33",93.02,24.23,12,2,5.15,25.94,46,75,5.69,6.68,85.77,63.45,"1,458.12"
"90,639",18,Female,association_football,DI,120,"7,200","6,717.43",96.84,97.41,11,4,3.36,27.26,66,45,5.82,5.9,55.98,66.67,860.99
"90,639",18,Female,association_football,DI,90,"5,400","1,945.28",12.92,0,1,0,1.3,21.84,16,4,5.09,3.99,21.61,53.43,161.55
"90,639",18,Female,association_football,DI,90,"5,400","3,216.64",21.07,0,2,0,2.14,21.27,28,23,4.98,6.38,35.74,52.02,356.06
"90,639",18,Female,association_football,DI,90,"5,400","3,163.59",7.61,0,2,0,2.11,19.97,18,21,4.79,5.57,35.15,48.84,527.51
"90,639",18,Female,association_football,DI,90,"5,400","4,184.52",227.57,29.52,29,6,2.79,24.76,35,32,5.65,8.97,46.49,60.56,677.02
"90,639",18,Female,association_football,DI,85,"5,100","2,542.98",10.49,0,1,0,1.8,21.01,23,18,5.52,5.88,29.92,51.4,233.9
"90,639",18,Female,association_football,DI,90,"5,400","3,792.84",28.21,7.5,5,1,2.53,24.04,16,36,4.62,5.36,42.14,58.79,605.15
"90,639",18,Female,association_football,DI,90,"5,400","4,204.95",18.14,0,3,0,2.8,21.13,48,50,6.23,6.48,46.72,51.67,532.41
"90,639",18,Female,association_football,DI,95,"5,700","6,022.02",117.28,97.16,15,6,3.8,26.63,30,47,4.58,6.31,63.39,65.12,"1,028.64"
"90,639",18,Female,association_football,DI,120,"7,200","6,198.81",402.24,"3,721.34",53,95,3.1,40.89,4,4,3.06,4.3,51.66,100.38,897.33
"90,639",18,Female,association_football,DI,90,"5,400","3,744",0,0,0,0,2.5,20.65,26,33,5.09,5.8,41.6,50.51,505.53
"90,639",18,Female,association_football,DI,95,"5,700","5,359.90",68.86,64.85,10,3,3.39,27.04,28,31,5.23,6.44,56.42,66.13,747.04
"90,639",18,Female,association_football,DI,90,"5,400","4,635.76",27.58,0,3,0,3.09,20.67,28,33,5.23,5.77,51.51,50.56,554.47
"90,639",18,Female,association_football,DI,120,"7,200","5,588.37",38.04,64.1,7,2,2.79,27.82,36,42,5.6,7.01,46.57,68.03,668.68
"90,639",18,Female,association_football,DI,90,"5,400","3,677.91",69.96,0,8,0,2.45,21.26,18,15,4.96,5.32,40.87,52,428.07
"90,639",18,Female,association_football,DI,90,"5,400","4,277.27",60.57,75.82,10,4,2.85,25.91,30,24,5.33,4.96,47.53,63.37,468.84
"90,639",18,Female,association_football,DI,120,"7,200","3,519.66",21.06,9.05,4,1,1.76,23.05,25,26,5.52,5.38,29.33,56.37,437.81
"90,639",18,Female,association_football,DI,90,"5,400","3,601.88",33.88,0,5,0,2.4,22.29,23,28,5.55,7.03,40.02,54.51,497.71
"90,639",18,Female,association_football,DI,100,"6,000","7,063.84",100.31,74.84,13,4,4.24,27.15,44,46,6.03,7.98,70.64,66.41,"1,012.99"
"90,639",18,Female,association_football,DI,90,"5,400","4,245.10",30.89,79.26,6,5,2.83,28.96,41,34,5.2,6.27,47.17,70.83,605.63
"90,639",18,Female,association_football,DI,90,"5,400","4,472.18",28.97,0,3,0,2.98,20.82,39,52,5.87,6.14,49.69,50.92,517.08
"90,639",18,Female,association_football,DI,90,"5,400","1,532.04",3.82,0,1,0,1.02,20.04,4,1,4.28,4.91,17.02,47.46,178.08
"90,639",18,Female,association_football,DI,90,"5,400","6,849.91",79.5,42.14,9,3,4.57,27.44,23,52,4.67,6.91,76.11,64.97,"1,064.47"
"90,639",18,Female,association_football,DI,120,"7,200","2,731.91",16.12,0,2,0,1.37,21.95,25,15,4.75,5.2,22.77,51.97,291.12
"90,639",18,Female,association_football,DI,120,"7,200","5,050.21",39.71,0,5,0,2.53,21.94,43,46,6.02,6.14,42.09,51.95,715.69
"90,639",18,Female,association_football,DI,90,"5,400","7,097.66",148.66,65.47,17,5,4.73,24.84,30,49,5.44,7.62,78.86,58.81,998.3
"90,639",18,Female,association_football,DI,120,"7,200","2,609.03",9.58,0,1,0,1.3,20.6,10,3,5.21,4.51,21.74,50.39,208.23
"90,639",18,Female,association_football,DI,120,"7,200","8,739.70",158.6,46,19,6,4.37,23.81,80,53,5.35,5.91,72.83,58.23,"1,194.38"
"90,639",18,Female,association_football,DI,120,"7,200","5,622.23",184.16,"1,323.75",18,44,2.81,42.24,62,23,5.01,4.26,46.85,103.3,628.01
"90,639",18,Female,association_football,DI,120,"7,200","6,495.42",19.39,0,3,0,3.25,21.51,34,37,5.56,5.68,54.13,52.61,846.77
"90,639",18,Female,association_football,DI,120,"7,200","1,589.53",0,0,0,0,0.79,19.71,5,1,5.03,3.61,13.25,48.2,190.61
"90,639",18,Female,association_football,DI,90,"5,400","6,064.97",129.49,66.28,17,6,4.04,27.01,27,47,5.53,6.69,67.39,66.06,962.72
"90,639",18,Female,association_football,DI,120,"7,200","6,083.22",15.1,0,2,0,3.04,21.18,44,29,4.85,6.25,50.69,51.79,748.08
"90,639",18,Female,association_football,DI,90,"5,400","2,950.54",125.14,13.29,13,2,1.97,24.06,13,17,4.85,6.03,32.78,56.97,412.19
"90,639",18,Female,association_football,DI,120,"7,200","7,574.66",73.99,93.29,9,4,3.79,29.29,55,79,5.51,6.27,63.12,69.34,"1,123.99"
"90,639",18,Female,association_football,DI,90,"5,400","5,108.95",67.43,19.51,9,1,3.41,26.45,41,53,4.79,6.28,56.77,62.62,691.82
"90,639",18,Female,association_football,DI,120,"7,200","2,255.12",14.48,0,1,0,1.13,20.89,10,9,5.32,4.76,18.79,49.46,276.34
"90,669",18,Female,association_football,DI,90,"5,400","6,031.06",320.71,74.27,29,6,4.02,24.7,34,49,5.4,6.05,67.01,58.76,"1,253.23"
"90,669",18,Female,association_football,DI,120,"7,200","1,971.38",0,0,0,0,0.99,18.11,26,16,4.73,5.75,16.43,43.09,321.25
"90,669",18,Female,association_football,DI,90,"5,400","1,104.86",12.77,0,1,0,0.74,21.89,3,1,4.64,3.64,12.28,52.08,140.61
"90,669",18,Female,association_football,DI,120,"7,200","5,404.34",257.71,163.26,30,12,2.7,26.5,34,50,6,7.23,45.04,63.05,959.58
"90,669",18,Female,association_football,DI,90,"5,400","3,690.72",52.37,44.8,9,4,2.46,25.49,24,16,5.39,5.34,41.01,62.36,503.97
"90,669",18,Female,association_football,DI,150,"9,000","8,677.66",204.42,34.2,28,5,3.47,23.41,41,54,5.14,6.1,57.85,57.27,"1,411.12"
"90,669",18,Female,association_football,DI,120,"7,200","6,866.26",52.74,0,8,0,3.43,20.59,47,44,5.01,6.12,57.22,50.37,"1,085.65"
"90,669",18,Female,association_football,DI,120,"7,200","6,502.72",76.06,0,10,0,3.25,21.39,49,53,5.5,6.49,54.19,52.33,973.43
"90,669",18,Female,association_football,DI,120,"7,200","5,665.11",73.97,24.81,12,2,2.83,25.11,30,41,6.48,5.19,47.21,61.42,837.34
"90,669",18,Female,association_football,DI,90,"5,400","2,051.34",0,0,0,0,1.37,18.02,2,2,4.39,3.53,22.79,44.08,175.98
"90,669",18,Female,association_football,DI,120,"7,200","4,649.94",49.42,26.48,9,3,2.32,23.59,37,40,6.75,5.65,38.75,57.71,569.41
"90,669",18,Female,association_football,DI,120,"7,200","4,627.58",54.88,0,9,0,2.31,21.62,25,40,5.19,6.84,38.56,52.88,652.81
"90,669",18,Female,association_football,DI,120,"7,200","3,740.57",90.52,18.15,13,3,1.87,22.68,15,31,4.19,6.39,31.17,55.49,476.48
"90,669",18,Female,association_football,DI,120,"7,200","5,362.93",127.85,84.93,17,5,2.68,27.54,37,33,4.91,6.26,44.69,65.53,874.23
"90,669",18,Female,association_football,DI,120,"7,200","1,566.92",35.21,0,4,0,0.78,21.28,30,29,5.25,5.89,13.06,50.63,267.51
"90,669",18,Female,association_football,DI,120,"7,200","1,327.60",0,0,0,0,0.66,14.11,6,1,5.45,3.3,11.06,33.58,200.28
"90,669",18,Female,association_football,DI,120,"7,200","2,467.56",37.75,0,4,0,1.23,22.46,20,18,6.77,7.37,20.56,53.45,459.84
"90,669",18,Female,association_football,DI,120,"7,200","2,023.12",30.16,0,3,0,1.01,22.21,13,2,4.5,4.01,16.86,52.85,302.22
"90,669",18,Female,association_football,DI,90,"5,400","8,722.24",411.03,172.5,48,13,5.81,25.78,38,55,5.22,6.5,96.91,61.33,"1,654.02"
"90,669",18,Female,association_football,DI,120,"7,200","1,394.72",16.58,0,1,0,0.7,21.42,14,6,5.02,4.85,11.62,50.97,207.89
"90,669",18,Female,association_football,DI,90,"5,400","4,843.39",104.13,35.28,14,2,3.23,24.62,44,35,5.22,6.01,53.82,58.59,875.03
"90,669",18,Female,association_football,DI,120,"7,200","7,019.10",62.58,95.54,12,4,3.51,28,44,44,5.82,5.57,58.49,66.64,"1,075.19"
"90,669",18,Female,association_football,DI,90,"5,400","9,146.05",338.63,156.22,48,14,6.1,25.46,41,54,5.17,6.64,101.62,60.58,"1,595.22"
"90,669",18,Female,association_football,DI,90,"5,400","1,557.10",5.64,0,1,0,1.04,20.17,8,8,4.94,3.65,17.3,48,183.31
"90,669",18,Female,association_football,DI,90,"5,400","7,231.89",262.4,112.14,28,8,4.82,26.09,33,46,5.06,6.87,80.35,62.09,"1,293.29"
"90,669",18,Female,association_football,DI,120,"7,200","3,263.23",47.61,72.06,6,4,1.63,28.09,24,32,5.27,6.47,27.19,66.83,501.02
"90,669",18,Female,association_football,DI,120,"7,200","5,099.24",98.84,7.61,15,1,2.55,22.62,23,31,5.28,5.72,42.49,53.82,810.9
"90,669",18,Female,association_football,DI,90,"5,400","10,373.59",369.86,133.28,43,11,6.92,27,43,54,4.91,6.56,115.26,64.25,"1,825.73"
"90,669",18,Female,association_football,DI,120,"7,200","2,689.24",28.93,0,5,0,1.34,21.33,9,4,4.28,4.43,22.41,52.18,295.67
"90,669",18,Female,association_football,DI,120,"7,200","8,742.53",298.87,179.34,39,16,4.37,26.79,42,44,4.99,5.47,72.85,65.54,"1,490.29"
"90,669",18,Female,association_football,DI,120,"7,200","5,433.64",173.39,"1,338.38",17,49,2.72,42.03,48,28,5.15,5.51,45.28,102.81,690.65
"90,669",18,Female,association_football,DI,120,"7,200","7,675.60",252.81,64.51,33,6,3.84,24.89,40,40,5.6,5.93,63.96,60.9,"1,422.12"
"90,669",18,Female,association_football,DI,120,"7,200","1,433.06",5.47,0,1,0,0.72,19.5,7,3,5.26,4.56,11.94,47.7,150.61
"90,669",18,Female,association_football,DI,90,"5,400","9,321.53",362.42,122.26,42,9,6.21,28.07,34,60,5.51,5.86,103.57,68.66,"1,655.50"
"90,669",18,Female,association_football,DI,120,"7,200","1,820.06",0,0,0,0,0.91,17.56,14,3,4.42,4.4,15.17,42.97,249.06
"90,669",18,Female,association_football,DI,90,"5,400","9,007.45",347.61,70.56,38,8,6,27.85,31,60,4.82,6.26,100.08,68.12,"1,566.07"
"90,669",18,Female,association_football,DI,120,"7,200","4,859.88",53.29,26.37,10,3,2.43,23.69,26,24,4.92,5.85,40.5,57.95,703.03
"90,669",18,Female,association_football,DI,120,"7,200","7,120.20",40.41,60.43,8,3,3.56,27.33,72,50,6.21,5.95,59.34,66.87,"1,132.03"
"90,669",18,Female,association_football,DI,90,"5,400","4,134.80",60.34,24.88,8,2,2.76,24.99,33,30,5.12,5.87,45.94,61.13,698.63
"90,669",18,Female,association_football,DI,120,"7,200","2,679.52",174.24,"1,844.50",25,40,1.34,40.88,4,5,4.2,3.24,22.33,151.52,448.04
"90,669",18,Female,association_football,DI,120,"7,200",566.7,0,0,0,0,0.28,13.01,0,0,0,0,4.72,31.82,28.8
"90,669",18,Female,association_football,DI,90,"5,400","8,761.46",300.18,150.66,35,9,5.84,26.14,29,55,4.89,6.79,97.35,63.94,"1,645.67"
"90,669",18,Female,association_football,DI,85,"5,100","3,730.24",136.15,33.95,15,4,2.63,24.11,14,13,5.23,4.96,43.89,58.98,482.13
"90,669",18,Female,association_football,DI,90,"5,400","1,188.94",8.78,0,1,0,0.79,22.58,8,3,4.45,3.85,13.21,55.23,146.76
"90,669",18,Female,association_football,DI,90,"5,400","9,841.25",380.15,149.39,47,13,6.56,26.86,39,51,4.88,7.34,109.35,65.69,"1,839.22"
"90,669",18,Female,association_football,DI,90,"5,400","2,724.08",30.02,0,5,0,1.82,20.81,12,20,4.38,6.21,30.27,50.9,336.97
"90,669",18,Female,association_football,DI,90,"5,400","3,701.36",27.74,31.35,5,1,2.47,26.43,30,36,6.06,7.03,41.13,64.64,548.71
"90,669",18,Female,association_football,DI,90,"5,400","4,665.03",48.31,60.04,6,2,3.11,26.24,27,32,5.34,4.84,51.83,64.19,650.39
"90,669",18,Female,association_football,DI,100,"6,000","11,982.59",398.59,86.65,46,9,7.19,24.87,46,80,5.02,6.39,119.83,60.84,"2,165.58"
"90,669",18,Female,association_football,DI,90,"5,400","1,939.47",10.02,0,1,0,1.29,20.87,5,4,4.24,3.97,21.55,51.05,168.51
"90,669",18,Female,association_football,DI,120,"7,200","4,246.76",57.92,18.63,9,2,2.12,23.79,28,41,5.66,6.17,35.39,58.2,595.3
"90,669",18,Female,association_football,DI,90,"5,400","4,552.75",62.52,81.72,9,5,3.04,26.66,22,22,5.88,4.61,50.59,65.21,640.93
"90,669",18,Female,association_football,DI,120,"7,200","6,457.37",97.96,51.08,12,2,3.23,26.7,55,52,5.57,6.37,53.81,65.3,965.32
"90,669",18,Female,association_football,DI,90,"5,400","3,878.91",125.07,14.4,14,2,2.59,23,28,25,6.26,6.59,43.1,56.26,597.99
"90,669",18,Female,association_football,DI,90,"5,400","5,735.36",36.08,0,5,0,3.82,21.02,46,41,5.26,5.48,63.73,51.43,873.8
"90,669",18,Female,association_football,DI,95,"5,700","9,908.26",285.23,171.75,38,11,6.26,26.14,46,68,5.52,6.56,104.3,63.95,"1,752.11"
"90,669",18,Female,association_football,DI,90,"5,400","4,126.64",42.02,0,5,0,2.75,21.97,23,20,4.43,5.46,45.85,53.74,667.99
"90,669",18,Female,association_football,DI,95,"5,700","8,032.23",197.78,59.81,26,6,5.07,24.24,34,50,5.3,5.81,84.55,59.29,"1,488.10"
"90,669",18,Female,association_football,DI,90,"5,400","4,916.51",109.41,3.72,16,1,3.28,22.55,58,58,6.25,5.62,54.63,55.17,751.14
"90,669",18,Female,association_football,DI,120,"7,200","6,358.79",104.6,91.83,16,5,3.18,26.98,43,38,5.93,5.67,52.99,66,805.62
"90,669",18,Female,association_football,DI,90,"5,400","8,545.03",418.17,113.56,36,11,5.7,26.5,39,49,5.04,6.55,94.94,63.05,"1,560.13"
"91,134",20,Male,american_football,DI-FCS,137,"8,220","1,691.59",270.41,122.68,29,8,0.74,29.12,23,5,6.24,4.36,12.35,103.14,312.12
"91,134",20,Male,american_football,DI-FCS,90,"5,400","3,259.88",118.12,0,14,0,2.17,24.87,81,84,9.9,8.64,36.22,76.89,418.27
"91,134",20,Male,american_football,DI-FCS,100,"6,000","5,267.84",68.16,0,10,0,3.16,22.69,114,94,9.05,8.9,52.68,70.15,629.18
"91,134",20,Male,american_football,DI-FCS,80,"4,800","1,955.60",133.05,141.9,18,12,1.47,32.35,27,33,7.82,9.92,24.45,111.06,233.85
"91,134",20,Male,american_football,DI-FCS,95,"5,700","1,366.22",70.24,0,9,0,0.86,24.52,40,30,6.01,5.42,14.38,0,282.3
"91,134",20,Male,american_football,DI-FCS,80,"4,800","3,544.46",112.84,0,8,0,2.66,23.08,73,37,8.51,7.98,44.31,94.16,370.13
"91,134",20,Male,american_football,DI-FCS,130,"7,800","5,007.76",321.1,151.86,32,15,2.31,28.24,93,116,9.36,8.78,38.52,115.18,657.07
